,Name,2017 NAICS Code,Emissions (tCO2e),2017 NAICS Title,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE,PARENT EMISSIONS AMT,symbol,exchange,exchangeSuffix,exchangeName,exchangeSegment,exchangeSegmentName,date,type,iexId,region,currency,isEnabled,figi,cik,lei,marketcap,week52high,week52low,week52highSplitAdjustOnly,week52lowSplitAdjustOnly,week52change,sharesOutstanding,float,avg10Volume,avg30Volume,day200MovingAvg,day50MovingAvg,employees,ttmEPS,ttmDividendRate,dividendYield,nextDividendDate,exDividendDate,nextEarningsDate,peRatio,beta,maxChangePercent,year5ChangePercent,year2ChangePercent,year1ChangePercent,ytdChangePercent,month6ChangePercent,month3ChangePercent,month1ChangePercent,day30ChangePercent,day5ChangePercent
DOMINION ENERGY INC,Jasper County Generating Facility,221112,2026463.202,Fossil Fuel Electric Power Generation ,110020013590.0,2020,Jasper County Generating Facility,10719 PURRYSBURG ROAD,HARDEEVILLE,SC,29927,Jasper,120 Tredegar St,Richmond,VA,23219,100.0,221112,2026463.2020000003,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Gravel Neck Combustion Turbine,221112,102732.638,Fossil Fuel Electric Power Generation ,110001888459.0,2020,Gravel Neck Combustion Turbine,5208 HOG ISLAND ROAD,SURRY,VA,23883,Surry,120 Tredegar St,Richmond,VA,23219,100.0,221112,102732.638,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Darbytown Combustion Turbine,221112,73467.042,Fossil Fuel Electric Power Generation ,110064332262.0,2020,Darbytown Combustion Turbine,6001 FERGUS BLVD,RICHMOND,VA,23883,Henrico,120 Tredegar St,Richmond,VA,23219,100.0,221112,73467.042,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Elizabeth River Combustion Turbine Sta,221112,57265.318,Fossil Fuel Electric Power Generation ,110001890053.0,2020,Elizabeth River Combustion Turbine Sta,2837 SOUTH MILITARY HWY,CHESAPEAKE,VA,23323,Chesapeake (City),120 Tredegar St,Richmond,VA,23219,100.0,221112,57265.318,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Rosemary Power Station,221112,2826.554,Fossil Fuel Electric Power Generation ,110001483261.0,2020,Rosemary Power Station,120 W 12TH ST,ROANOKE RAPIDS,NC,27870,Halifax,120 Tredegar St,Richmond,VA,23219,100.0,221112,2826.554,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Bear Garden Generating Station,221112,1640546.208,Fossil Fuel Electric Power Generation ,110040579424.0,2020,Bear Garden Generating Station,2608 C.G.Woodson Road,New Canton,VA,23123,Buckingham,120 Tredegar St,Richmond,VA,23219,100.0,221112,1640546.208,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Virginia City Hybrid Energy Center,221112,828519.6,Fossil Fuel Electric Power Generation ,110055497779.0,2020,Virginia City Hybrid Energy Center,3421 Russell Creek Road,St. Paul,VA,24283,Wise,120 Tredegar St,Richmond,VA,23219,100.0,221112,828519.6,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,McMeekin,221112,506974.308,Fossil Fuel Electric Power Generation ,110040510284.0,2020,McMeekin,6055 BUSH RIVER ROAD,COLUMBIA,SC,29212,Lexington,120 Tredegar St,Richmond,VA,23219,100.0,221112,506974.308,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Urquhart,221112,817323.664,Fossil Fuel Electric Power Generation ,110000355534.0,2020,Urquhart,100 KEITH MULLIS DRIVE,BEECH ISLAND,SC,29842,Aiken,120 Tredegar St,Richmond,VA,23219,100.0,221112,817323.6640000001,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Wateree,221112,812700.016,Fossil Fuel Electric Power Generation ,110015337198.0,2020,Wateree,142 WATEREE STATION ROAD,EASTOVER,SC,29044,Richland,120 Tredegar St,Richmond,VA,23219,100.0,221112,812700.016,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Williams,221112,2479793.962,Fossil Fuel Electric Power Generation ,110000353509.0,2020,Williams,2242 BUSHY PARK ROAD,GOOSE CREEK,SC,29445,Berkeley,120 Tredegar St,Richmond,VA,23219,100.0,221112,2479793.962,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Chesterfield Power Station,221112,2315074.828,Fossil Fuel Electric Power Generation ,110000342530.0,2020,Chesterfield Power Station,500 COXENDALE ROAD,CHESTER,VA,23831,Chesterfield,120 Tredegar St,Richmond,VA,23219,100.0,221112,2315074.828,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Possum Point Power Station,221112,1466181.782,Fossil Fuel Electric Power Generation ,110000340774.0,2020,Possum Point Power Station,19000 POSSUM POINT ROAD,DUMFRIES,VA,22026,Prince William,120 Tredegar St,Richmond,VA,23219,100.0,221112,1466181.782,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Mount Storm Power Station,221112,4701807.75,Fossil Fuel Electric Power Generation ,110007876637.0,2020,Mount Storm Power Station,436 Dominion Blvd,MOUNT STORM,WV,26739,Grant,120 Tredegar St,Richmond,VA,23219,100.0,221112,4701807.75,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Cope Station,221112,632746.19,Fossil Fuel Electric Power Generation ,110002232209.0,2020,Cope Station,405 TEAMWORK ROAD,COPE,SC,29038,Orangeburg,120 Tredegar St,Richmond,VA,23219,100.0,221112,632746.19,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Clover Power Station,221112,1309217.706,Fossil Fuel Electric Power Generation ,110007008175.0,2020,Clover Power Station,4091 Clover Rd,CLOVER,VA,24534,Halifax,120 Tredegar St,Richmond,VA,23219,50.0,221112,654608.853,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Ladysmith Combustion Turbine Sta,221112,621932.584,Fossil Fuel Electric Power Generation ,110032891850.0,2020,Ladysmith Combustion Turbine Sta,8063 CEDON ROAD,WOODFORD,VA,22580,Caroline,120 Tredegar St,Richmond,VA,23219,100.0,221112,621932.584,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Remington Combustion Turbine Station,221112,383459.076,Fossil Fuel Electric Power Generation ,110006363960.0,2020,Remington Combustion Turbine Station,12025 LUCKY HILL ROAD,REMINGTON,VA,22734,Fauquier,120 Tredegar St,Richmond,VA,23219,100.0,221112,383459.076,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Yorktown Power Station,221112,57199.414,Fossil Fuel Electric Power Generation ,110000342371.0,2020,Yorktown Power Station,1600 WATERVIEW ROAD,YORKTOWN,VA,23692,York,120 Tredegar St,Richmond,VA,23219,100.0,221112,57199.414,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Dominion Energy Ohio - Robinson Station (Stor),221210,17911.188,Natural Gas Distribution ,110001630637.0,2020,Dominion Energy Ohio - Robinson Station (Stor),5433 WEST BOULEVARD,CANTON,OH,44718,STARK COUNTY,120 Tredegar Street,RICHMOND,VA,23219,100.0,221210,17911.188,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Dominion Energy Questar - Oak Spring Station (Tran),486210,61148.372,Pipeline Transportation of Natural Gas,110013858030.0,2020,Dominion Energy Questar - Oak Spring Station (Tran),,SPRING GLEN,UT,84526,CARBON COUNTY,120 Tredegar Street,RICHMOND,VA,23219,100.0,486210,61148.372,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Dominion Energy Questar - Clay Basin (Stor and Proc),486210,52376.112,Pipeline Transportation of Natural Gas,110043813479.0,2020,Dominion Energy Questar - Clay Basin (Stor and Proc),,Dutch John,UT,84023,DAGGETT COUNTY,120 Tredegar Street,RICHMOND,VA,23219,100.0,486210,52376.112,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,PSNC,221210,54076.85,Natural Gas Distribution ,110043783974.0,2020,PSNC,"800 Gaston Road, Bld A",Gastonia,NC,28056,GASTON COUNTY,400 Otarre Parkway,Cayce,SC,29033,100.0,221210,54076.85,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,SCE&G Gas Operations,221210,43949.65,Natural Gas Distribution ,110043808270.0,2020,SCE&G Gas Operations,220 Operations Way,Cayce,SC,29033,LEXINGTON COUNTY,120 Tredegar Street,Richmond,VA,23219,100.0,221210,43949.65,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Dominion Energy Ohio - The East Ohio Gas Co (Dist) (Ohio),221210,589797.6,Natural Gas Distribution ,110004647142.0,2020,Dominion Energy Ohio - The East Ohio Gas Co (Dist) (Ohio),1201 EAST 55TH STREET,CLEVELAND,OH,44103,CUYAHOGA COUNTY,120 Tredegar Street,RICHMOND,VA,23219,100.0,221210,589797.6,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Dominion Hope Gas West Virginia,221210,69746.75,Natural Gas Distribution ,110043815574.0,2020,Dominion Hope Gas West Virginia,48 Columbia Blvd.,Clarksburg,WV,26301,HARRISON COUNTY,120 Tredegar Street,RICHMOND,VA,23219,100.0,221210,69746.75,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
DOMINION ENERGY INC,Dominion Energy Questar Gas Company (Dist) (Utah),221210,94681.196,Natural Gas Distribution ,110043783064.0,2020,Dominion Energy Questar Gas Company (Dist) (Utah),1140 WEST 200 SOUTH,SALT LAKE CITY,UT,84101,SALT LAKE COUNTY,120 Tredegar Street,RICHMOND,VA,23219,100.0,221210,94681.196,D,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4E58484C50302D52,US,USD,True,BBG000BGVW60,715957.0,ILUL7B6Z54MRYCF6H308,70852898947,88.78,69.61,88.78,70.37,0.145709618979453,810673901,0,2746463,2917296,77.65,83.53,2021,3.19,2.5257119449376972,0.028898306006152,,2022-03-03,2022-05-05,27.473012387514544,0.23598113043564803,2.533254636891383,0.370614894851569,0.17876019782671101,0.154196110332696,0.12186769149408601,0.21647897537395602,0.11322405735778601,0.07874598864477901,0.08221892025755301,-0.011088481556913
