Parent,Subsidiary,ticker
PAR PACIFIC HOLDINGS INC,Par West Refinery,PARR
PARK-OHIO HOLDINGS CORP,Canton Drop Forge,PKOH
PBF ENERGY INC,Toledo Refining Company,PBF
PBF ENERGY INC,Delaware City Refinery,PBF
PBF ENERGY INC,TORRANCE REFINING COMPANY LLC,PBF
PBF ENERGY INC,Paulsboro Refining Company LLC,PBF
PDC ENERGY INC,PDC Energy 540 Denver Basin,PDCE
PDC ENERGY INC,"PDC Permian, Inc. 430 Permian Basin",PDCE
PEABODY ENERGY CORP,Twentymile Mine,BTU
PEABODY ENERGY CORP,Francisco Underground Mine,BTU
PEABODY ENERGY CORP,Wildcat Hills Mine,BTU
PEABODY ENERGY CORP,Gateway North Mine,BTU
PEPSICO INC,QUAKER MFG LLC,PEP
PEPSICO INC,Frito-Lay COGEN PLANT,PEP
PEPSICO INC,TROPICANA MANUFACTURING CO INC,PEP
PEPSICO INC,TROPICANA MANUFACTURING COMPANY INC,PEP
PEPSICO INC,"FRITO-LAY, INC. - PERRY PLANT",PEP
PEPSICO INC,FRITO-LAY,PEP
PEPSICO INC,"FRITO-LAY, INCORPORATED",PEP
PEPSICO INC,FRITO-LAY INC,PEP
PEPSICO INC,FritoLay,PEP
PEPSICO INC,Frito Lay Modesto,PEP
PEPSICO INC,Frito Lay Inc.,PEP
PFIZER INC,"PHARMACIA & UPJOHN COMPANY, LLC",PFE
PFIZER INC,Pfizer,PFE
PFIZER INC,Pfizer,PFE
PFIZER INC,WYETH LLC/COLLEGEVILLE,PFE
PG&E CORP,PG&E BURNEY COMPRESSOR STATION,PCG
PG&E CORP,PG&E KETTLEMAN COMPRESSOR STATION,PCG
PG&E CORP,PG&E TOPOCK COMPRESSOR STATION,PCG
PG&E CORP,PG&E HINKLEY COMPRESSOR STATION,PCG
PG&E CORP,PACIFIC GAS AND ELECTRIC COMPANY,PCG
PG&E CORP,PG&E GERBER COMPRESSOR STATION,PCG
PG&E CORP,PG&E DELEVAN COMPRESSOR STATION,PCG
PG&E CORP,PG&E COLUSA GENERATING STATION,PCG
PG&E CORP,PG&E HUMBOLDT BAY,PCG
PG&E CORP,PG&E GATEWAY GENERATING STATION,PCG
PG&E CORP,PG&E TIONESTA COMPRESSOR STATION,PCG
PG&E CORP,Pacific Gas and Electric Company (PG&E) - SF6 Emissions,PCG
PG&E CORP,PG&E Transmission Blowdown,PCG
PHILLIPS 66,SWEENY COGENERATION FACILITY,PSX
PHILLIPS 66,PHILLIPS 66 CO - ALLIANCE REFINERY,PSX
PHILLIPS 66,Phillips 66 Ponca City Refinery,PSX
PHILLIPS 66,Phillips 66 Los Angeles Refinery - Carson Plant,PSX
PHILLIPS 66,Mexico Compressor Station,PSX
PHILLIPS 66,Wamsutter Compressor Station,PSX
PHILLIPS 66,Bainbridge Compressor Station,PSX
PHILLIPS 66,Blue Mound Compressor Station,PSX
PHILLIPS 66,"CHEVRON PHILLIPS CHEMICAL COMPANY, LP PORT ARTHUR PLANT",PSX
PHILLIPS 66,MCFS-CONWAY FRACTIONATOR,PSX
PHILLIPS 66,Bertrand Compressor Station,PSX
PHILLIPS 66,Steele City Compressor Station,PSX
PHILLIPS 66,Arlington Compressor Station,PSX
PHILLIPS 66,Meeker Compressor Station,PSX
PHILLIPS 66,Echo Springs Compressor Station,PSX
PHILLIPS 66,Phillips 66 BAYWAY REFINERY,PSX
PHILLIPS 66,Gulf Coast Fractionators,PSX
PHILLIPS 66,MBI NGLP Mont Belvieu Plant,PSX
PHILLIPS 66,SWEENY REFINERY,PSX
PHILLIPS 66,PHILLIPS 66 CO - LAKE CHARLES REFINERY,PSX
PHILLIPS 66,PHILLIPS 66 SANTA MARIA REFINERY,PSX
PHILLIPS 66,BORGER REFINERY,PSX
PHILLIPS 66,SAN FRANCISCO REFINERY AT RODEO,PSX
PHILLIPS 66,Phillips 66 Los Angeles Refinery - Wilmington Plant,PSX
PHILLIPS 66,CHEVRON PHILLIPS - SWEENY COMPLEX,PSX
PHILLIPS 66,PHILLIPS 66 BILLINGS REFINERY,PSX
PHILLIPS 66,WRB Refining LP Wood River Refinery,PSX
PHILLIPS 66,PHILLIPS 66 FERNDALE REFINERY,PSX
PHILLIPS 66,Big Hole Compressor Station,PSX
PHILLIPS 66,Chandersville Compressor Station,PSX
PHILLIPS 66,Seneca Compressor Station,PSX
PHILLIPS 66,Phillips 66 Old Ocean NGL Fractionation Plant,PSX
PHILLIPS 66,Columbus Compressor Station,PSX
PHILLIPS 66,Washington Court House Compressor Station,PSX
PHILLIPS 66,St. Paul Compressor Station,PSX
PHILLIPS 66,Beaumont Terminal,PSX
PINNACLE WEST CAPITAL CORP,Sundance Power Plant,PNW
PINNACLE WEST CAPITAL CORP,Redhawk Generating Facility,PNW
PINNACLE WEST CAPITAL CORP,Cholla,PNW
PINNACLE WEST CAPITAL CORP,APS West Phoenix Power Plant,PNW
PINNACLE WEST CAPITAL CORP,APS Saguaro Power Plant,PNW
PINNACLE WEST CAPITAL CORP,Yucca Power Plant,PNW
PINNACLE WEST CAPITAL CORP,Four Corners Steam Elec Station,PNW
PINNACLE WEST CAPITAL CORP,Ocotillo Power Plant,PNW
PINNACLE WEST CAPITAL CORP,Arizona Public Service Company,PNW
PINNACLE WEST CAPITAL CORP,Salt River Project - T & D Equipment,PNW
PIONEER NATURAL RESOURCES CO,TARGA MIDKIFF GAS PROCESSING PLANT,PXD
PIONEER NATURAL RESOURCES CO,TARGA BENEDUM EDWARD JOYCE GAS PROCESSING PLANT,PXD
PIONEER NATURAL RESOURCES CO,"Pioneer Natural Resources USA, Inc.  Permian",PXD
PIONEER NATURAL RESOURCES CO,"Evergreen Natural Resources, LLC. Las Vegas-Raton",PXD
PIONEER NATURAL RESOURCES CO,TARGA DRIVER JOHNSON GAS PROCESSING PLANT,PXD
PIONEER NATURAL RESOURCES CO,TARGA PEMBROOK GAS PROCESSING PLANT,PXD
PIONEER NATURAL RESOURCES CO,"Evergreen Natural Resources, LLC. Las Vegas-Raton",PXD
PIONEER NATURAL RESOURCES CO,"Pioneer Natural Resources USA, Inc. Permian",PXD
PIONEER NATURAL RESOURCES CO,TARGA Buffalo Gas Processing Plant,PXD
PLAINS GP HOLDINGS LP,LONE STAR GAS LIQUIDS,PAGP
PLAINS GP HOLDINGS LP,Pine Prairie Energy Center,PAGP
PLAINS GP HOLDINGS LP,PATTERSON GAS PROCESSING PLANT,PAGP
PLAINS GP HOLDINGS LP,Southern Pines Energy Center,PAGP
PNM RESOURCES INC,Lordsburg Generating Station,PNM
PNM RESOURCES INC,Reeves Generating Station,PNM
PNM RESOURCES INC,Luna Energy Facility,PNM
PNM RESOURCES INC,Afton Generating Station,PNM
PNM RESOURCES INC,San Juan,PNM
PNM RESOURCES INC,Rio Bravo Generating Station,PNM
PNM RESOURCES INC,Four Corners Steam Elec Station,PNM
PNM RESOURCES INC,Texas New Mexico Power,PNM
PNM RESOURCES INC,PNM Electric Operations,PNM
PNM RESOURCES INC,Arizona Public Service Company,PNM
PNM RESOURCES INC,Salt River Project - T & D Equipment,PNM
PNM RESOURCES INC,La Luz Energy Center,PNM
PORTLAND GENERAL ELECTRIC CO,Port Westward,POR
PORTLAND GENERAL ELECTRIC CO,Colstrip,POR
PORTLAND GENERAL ELECTRIC CO,Coyote Springs,POR
PORTLAND GENERAL ELECTRIC CO,Beaver,POR
PORTLAND GENERAL ELECTRIC CO,Boardman,POR
PORTLAND GENERAL ELECTRIC CO,PGE T&D Facility,POR
PORTLAND GENERAL ELECTRIC CO,Carty Generating Station,POR
POST HOLDINGS INC,POST FOODS,POST
POST HOLDINGS INC,MOM BRANDS CO - PLANT 2 - NORTHFIELD,POST
PPL CORP,E.W. Brown,PPL
PPL CORP,Paddys Run,PPL
PPL CORP,"LG&E and KU Energy, LLC",PPL
PPL CORP,Cane Run,PPL
PPL CORP,Mill Creek,PPL
PPL CORP,Ghent,PPL
PPL CORP,Trimble County,PPL
PPL CORP,PPL Electric Utilities,PPL
PPL CORP,"LG&E and KU Energy, LLC - Subpart DD SF6",PPL
PUBLIC SERVICE ENTERPRISE GROUP INC,Bergen,PEG
PUBLIC SERVICE ENTERPRISE GROUP INC,Burlington Generating Station,PEG
PUBLIC SERVICE ENTERPRISE GROUP INC,Essex,PEG
PUBLIC SERVICE ENTERPRISE GROUP INC,Kearny Generating Station,PEG
PUBLIC SERVICE ENTERPRISE GROUP INC,Bethlehem Energy Center (Albany),PEG
PUBLIC SERVICE ENTERPRISE GROUP INC,PSE&G,PEG
PUBLIC SERVICE ENTERPRISE GROUP INC,Sewaren Generating Station,PEG
PUBLIC SERVICE ENTERPRISE GROUP INC,New Haven Harbor,PEG
PUBLIC SERVICE ENTERPRISE GROUP INC,Bridgeport Harbor Station,PEG
PUBLIC SERVICE ENTERPRISE GROUP INC,Linden Generating Station,PEG
PUBLIC SERVICE ENTERPRISE GROUP INC,PSE&G Subpart DD,PEG
PUBLIC SERVICE ENTERPRISE GROUP INC,Keys Energy Center,PEG
QORVO INC,QORVO,QRVO
QORVO INC,"Qorvo US, Inc.",QRVO
QORVO INC,Qorvo Texas LLC,QRVO
QUAD/GRAPHICS INC,"Quad/Graphics, Inc. - Martinsburg Facility",QUAD
QUAD/GRAPHICS INC,"Quad/Graphics, Inc. - Lomira Facility",QUAD
RAMACO RESOURCES INC,Tiller No.1 Deep Mine,METC
RANGE RESOURCES CORP,"Range Resources - Appalachia, LLC - Basin 160A",RRC
RANGE RESOURCES CORP,"TGNR TVL LLC - Basin 230 (Houston, TX)",RRC
RANGE RESOURCES CORP,"Range Resources - Appalachia, LLC - Basin 160A Gathering & Boosting (Canonsburg, PA)",RRC
RAYONIER ADVANCED MATERIALS INC,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",RYAM
RAYONIER ADVANCED MATERIALS INC,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,RYAM
RAYONIER ADVANCED MATERIALS INC,Rayonier Performance Fibers LLC - Yulee Landfill,RYAM
RAYTHEON TECHNOLOGIES CORP,"GOODRICH SPOKANE LANDING SYSTEMS, CARBON PRODUCTS",RTX
RAYTHEON TECHNOLOGIES CORP,"Pratt & Whitney, East Hartford",RTX
RAYTHEON TECHNOLOGIES CORP,PRATT & WHITNEY MIDDLETOWN,RTX
RAYTHEON TECHNOLOGIES CORP,Hamilton Sundstrand Corporation,RTX
RENEWABLE ENERGY GROUP INC,"REG Seneca, LLC",REGI
REX AMERICAN RESOURCES,NUGEN ENERGY LLC,REX
SANDRIDGE ENERGY INC,SandRidge 360 Anadarko Basin,SD
SANDRIDGE ENERGY INC,SandRidge 375 Sedgwick Basin,SD
SANDRIDGE ENERGY INC,SandRidge 545 North Park Basin,SD
SANDRIDGE ENERGY INC,SandRidge 545 North Park Basin GB,SD
SEABOARD CORP,Seaboard Foods Pork Processing Plant,SEB
SEMPRA ENERGY,Desert Star Energy Center,SRE
SEMPRA ENERGY,Oncor Electric Delivery,SRE
SEMPRA ENERGY,Point Thomson Production Facility,SRE
SEMPRA ENERGY,"Cameron LNG, LLC",SRE
SEMPRA ENERGY,Holbrook Compressor Station,SRE
SEMPRA ENERGY ,Southern California Gas Blythe Facility,SREA
SEMPRA ENERGY ,Southern California Gas Company - Aliso Canyon,SREA
SEMPRA ENERGY ,Southern California Gas Company - Honor Rancho,SREA
SEMPRA ENERGY ,SOUTHERN CALIFORNIA GAS CO End User Emissions (LDC),SREA
SEMPRA ENERGY ,Southern California Gas Co Wheeler Ridge station,SREA
SEMPRA ENERGY ,Southern California Gas Co Transmission,SREA
SENSIENT TECHNOLOGIES CORP,SENSIENT NATURAL INGREDIENTS LLC,SXT
SILVERBOW RESOURCES INC,"SilverBow Resources, LLC - Basin 220",SBOW
SM ENERGY CO,SM Energy (Basin 220) South Texas,SM
SM ENERGY CO,SM Energy (Basin 430) Permian Basin,SM
SONOCO PRODUCTS CO,Sonoco Products Co.,SON
SONOCO PRODUCTS CO,SONOCO - NEWPORT,SON
SONOCO PRODUCTS CO,U S PAPER MILLS Menasha,SON
SONOCO PRODUCTS CO,Sonoco Hutchinson,SON
SONOCO PRODUCTS CO,Sonoco Richmond,SON
SOUTH JERSEY INDUSTRIES INC,Elizabethtown Gas,SJI
SOUTH JERSEY INDUSTRIES INC,South Jersey Gas Company,SJI
SOUTH JERSEY INDUSTRIES INC,Hartford Hospital Cogeneration Facility,SJI
SOUTHWEST GAS HOLDINGS INC,Southwest Gas - California,SWX
SOUTHWEST GAS HOLDINGS INC,Southwest Gas - Nevada,SWX
SOUTHWEST GAS HOLDINGS INC,Southwest Gas - Arizona,SWX
SOUTHWESTERN ENERGY CO,Appalachian Basin (Eastern Overthrust Area),SWN
SPIRE INC,Spire Mississippi,SR
SPIRE INC,Spire Missouri East,SR
SPIRE INC,Spire Gulf Inc.,SR
SPIRE INC,Spire Missouri West,SR
SPIRE INC,Spire Alabama,SR
SPIRIT AEROSYSTEMS HOLDINGS INC,SPIRIT AEROSYSTEMS INC,SPR
STEEL DYNAMICS INC,ROANOKE ELECTRIC STEEL CORPORATION,STLD
STEEL DYNAMICS INC,Steel Dynamics,STLD
STEEL DYNAMICS INC,"STEEL DYNAMICS, INC. (SDI)",STLD
STEEL DYNAMICS INC,SUPERIOR ALUMINUM ALLOYS LLC,STLD
STEEL DYNAMICS INC,"Steel Dynamics Columbus, LLC",STLD
STEEL DYNAMICS INC,STEEL DYNAMICS INC,STLD
STEEL DYNAMICS INC,"STEEL DYNAMICS. INC. (SDI), STRUCTUAL AND RAIL DIVISION",STLD
STEEL DYNAMICS INC,"SWVA, INC.",STLD
STEEL DYNAMICS INC,"Steel Dynamics, Inc.",STLD
STEPAN CO,STEPAN CO,SCL
STEPAN CO,Stepan,SCL
SUMMIT MATERIALS INC,Hamm Sanitary Landfill,SUM
SUMMIT MATERIALS INC,CONTINENTAL CEMENT COMPANY LLC,SUM
SUMMIT MATERIALS INC,Davenport Plant,SUM
SUMMIT MIDSTREAM PARTNERS LP,HEREFORD RANCH PROCESSING PLANT,SMLP
SUMMIT MIDSTREAM PARTNERS LP,DEBEQUE GAS PROCESSING FACILITY,SMLP
SUMMIT MIDSTREAM PARTNERS LP,Summit Midstream 160A Appalachian Basin (Eastern Overthrust Area) GB,SMLP
SUMMIT MIDSTREAM PARTNERS LP,Summit Midstream 415 Strawn Basin GB,SMLP
SUMMIT MIDSTREAM PARTNERS LP,Summit Midstream 595 Piceance Basin GB,SMLP
SUMMIT MIDSTREAM PARTNERS LP,Lane Gas Plant,SMLP
SUMMIT MIDSTREAM PARTNERS LP,Summit Midstream 430 Permian Basin GB,SMLP
SUNCOKE ENERGY INC,"HAVERHILL COKE COMPANY, LLC",SXC
SUNCOKE ENERGY INC,GATEWAY ENERGY & COKE CO LLC,SXC
SUNCOKE ENERGY INC,JEWELL COAL & COKE,SXC
SUNCOKE ENERGY INC,SunCoke Energy Middletown Operations,SXC
SUNCOKE ENERGY INC,Indiana Harbor Coke Company,SXC
TALOS ENERGY INC,VK 956 A,TALO
TALOS ENERGY INC,Viosca Knoll 989,TALO
TALOS ENERGY INC,Green Canyon 237 B,TALO
TALOS ENERGY INC,Mississippi Canyon 109 A,TALO
TALOS ENERGY INC,"Ship Shoal 114 L, B-AUX, J",TALO
TALOS ENERGY INC,EC 381 A,TALO
TARGA RESOURCES CORP,TARGA WAYNOKA NATURAL GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,TARGA MIDKIFF GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,SEA ROBIN GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,Targa Midstream Services LLC - Sterling Gas Processing Plant,TRGP
TARGA RESOURCES CORP,Targa Midstream Services LLC - Mertzon Gas Processing Plant,TRGP
TARGA RESOURCES CORP,Targa Midstream Services LLC - Gillis Gas Plant,TRGP
TARGA RESOURCES CORP,Targa Midstream Services LLC - Chico Gas Plant,TRGP
TARGA RESOURCES CORP,Targa Midstream Services LLC - Sandhills Gas Plant,TRGP
TARGA RESOURCES CORP,Targa Midstream Services LLC - Barracuda Gas Processing Plant,TRGP
TARGA RESOURCES CORP,Targa Downstream LLC - Galena Park Terminal,TRGP
TARGA RESOURCES CORP,TARGA COALGATE STONEWALL GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,"Targa Midstream Services, LLC - Mont Belvieu Complex",TRGP
TARGA RESOURCES CORP,Targa Downstream LLC - Lake Charles LPG Fractionator,TRGP
TARGA RESOURCES CORP,Gulf Coast Fractionators,TRGP
TARGA RESOURCES CORP,Targa Midstream Services LLC - Saunders Gas Processing Plant,TRGP
TARGA RESOURCES CORP,Targa Midstream Services LLC - Monument Gas Processing Plant,TRGP
TARGA RESOURCES CORP,North Terrebonne Gas Plant,TRGP
TARGA RESOURCES CORP,TARGA BENEDUM EDWARD JOYCE GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,Targa Midstream Services LLC - Lowry Gas Processing Plant,TRGP
TARGA RESOURCES CORP,Targa Midstream Services LLC - Venice Gas Processing Plant,TRGP
TARGA RESOURCES CORP,Tebone Fractionator,TRGP
TARGA RESOURCES CORP,Targa Midstream Services LLC - Eunice Gas Processing Plant,TRGP
TARGA RESOURCES CORP,TARGA VELMA GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,TARGA DRIVER JOHNSON GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,TARGA SILVER OAK GAS PLANT,TRGP
TARGA RESOURCES CORP,TARGA TUPELO GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,Targa Gas Processing LLC - Longhorn Gas Plant,TRGP
TARGA RESOURCES CORP,Targa Gas Processing LLC - High Plains HOPSON Gas Plant,TRGP
TARGA RESOURCES CORP,Targa Badlands LLC - Little Missouri Gas Plant,TRGP
TARGA RESOURCES CORP,TARGA PEMBROOK GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,TARGA Buffalo Gas Processing Plant,TRGP
TARGA RESOURCES CORP,Targa Resources Corp. 350 South Oklahoma Folded Belt GB,TRGP
TARGA RESOURCES CORP,Targa Resources Corp. 425 Bend Arch GB,TRGP
TARGA RESOURCES CORP,Targa Resources Corp. 345 Arkoma Basin GB,TRGP
TARGA RESOURCES CORP,Targa Resources Corp. 420 Fort Worth Syncline GB,TRGP
TARGA RESOURCES CORP,Targa Resources Corp. 430 Permian Basin GB,TRGP
TARGA RESOURCES CORP,"Targa Resources Corp. 220 Gulf Coast Basin (LA, TX) GB",TRGP
TARGA RESOURCES CORP,Targa Resources Corp. 360 Anadarko Basin GB,TRGP
TARGA RESOURCES CORP,Targa Resources Corp. 375 Sedgwick Basin GB,TRGP
TARGA RESOURCES CORP,Targa Resources Corp. 395 Williston Basin GB,TRGP
TARGA RESOURCES CORP,TARGA LOVING GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,TARGA RAPTOR GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,TARGA WILDCAT GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,TARGA HICKORY HILLS GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,TARGA OAHU GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,TARGA FALCON GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,"GCX Waha Compressor Station, TX",TRGP
TARGA RESOURCES CORP,TARGA PEREGRINE GAS PROCESSING PLANT,TRGP
TARGA RESOURCES CORP,TARGA GATEWAY GAS PROCESSING PLANT,TRGP
TENARIS,"Tenaris Bay City, Inc.",TS
TESLA INC,"Tesla, Inc.",TSLA
TEXAS INSTRUMENTS INC,TEXAS INSTRUMENTS NORTH CAMPUS,TXN
TEXAS INSTRUMENTS INC,Texas Instruments Richardson,TXN
TEXAS INSTRUMENTS INC,Texas Instruments - Sherman,TXN
TEXAS INSTRUMENTS INC,Texas Instruments Incorporated - Maine Fab,TXN
TEXTRON INC,Textron Aviation/East Campus,TXT
TEXTRON INC,TEXTRON CWC DIVISION,TXT
THERMO FISHER SCIENTIFIC INC,Patheon Manufacturing Services LLC,TMO
TIMKENSTEEL CORP,TIMKENSTEEL CORP (1576000613),TMST
TRECORA RESOURCES,SOUTH HAMPTON RESOURCES INC,TREC
TREDEGAR CORP,"Bonnell Aluminum, Inc.",TG
TREDEGAR CORP,"Bonnell Aluminum, Inc.",TG
TRINSEO,AMERICAS STYRENICS LLC - ST JAMES PLANT,TSE
UGI CORP,Hunlock Unit 4,UGI
UGI CORP,Hunlock Creek Energy Center,UGI
UGI CORP,"UGI Utilities, Inc.",UGI
UGI CORP,Broad Mountain,UGI
UGI CORP,UGIES boosting & gathering facilities,UGI
VALERO ENERGY CORP,Valero Renewable Fuels LLC Charles City,VLO
VALERO ENERGY CORP,Valero Fort Dodge Plant,VLO
VALERO ENERGY CORP,ULTRAMAR INC WILMINGTON REFINERY,VLO
VALERO ENERGY CORP,VALERO ALBERT CITY PLANT,VLO
VALERO ENERGY CORP,PREMCOR REFINING GROUP INCORPORATED PORTARTHUR REFINERY,VLO
VALERO ENERGY CORP,Valero Hartley Plant,VLO
VALERO ENERGY CORP,Valero Bloominburg Plant,VLO
VALERO ENERGY CORP,"Valero Renewable Fuels Campany LLC, dba Valero Albion Plant",VLO
VALERO ENERGY CORP,VALERO RENEWABLE FUELS LLC,VLO
VALERO ENERGY CORP,Valero Jefferson Plant,VLO
VALERO ENERGY CORP,Valero Lakota Plant,VLO
VALERO ENERGY CORP,"Valero Renewable Fuels, LLC d/b/a Valero Bluffton Plant",VLO
VALERO ENERGY CORP,VALERO REFINING HOUSTON REFINERY,VLO
VALERO ENERGY CORP,Valero Linden Plant,VLO
VALERO ENERGY CORP,"Valero Renewable Fuels Company, LLC d/b/a Valero Mt. Vernon Plant",VLO
VALERO ENERGY CORP,VALERO WELCOME PLANT,VLO
VALERO ENERGY CORP,VALERO CORPUS CHRISTI REFINERY EAST PLANT,VLO
VALERO ENERGY CORP,MERAUX REFINERY,VLO
VALERO ENERGY CORP,VALERO REFINING CO -OKLAHOMA VALERO ARDMORE REFINERY,VLO
VALERO ENERGY CORP,"Diamond Shamrock Refining Company, L.P.",VLO
VALERO ENERGY CORP,VALERO CORPUS CHRISTI REFINERY,VLO
VALERO ENERGY CORP,"VALERO REFINING CO. (PREV. PREMCOR REFINING, PREV. WILLIAMS REFINING LLC)",VLO
VALERO ENERGY CORP,DIAMOND SHAMROCK REFINING VALERO,VLO
VALERO ENERGY CORP,VALERO REFINING CO - CALI FORNIA BENICIA REFINERY,VLO
VALERO ENERGY CORP,VALERO REFINING TEXAS CITY REFINERY,VLO
VALERO ENERGY CORP,"Valero Refining - New Orleans, L.L.C.",VLO
VALERO ENERGY CORP,Valero Wilmington Asphalt Plant,VLO
VISTRA CORP,"Wise County Power Company, LLC",VST
VISTRA CORP,"Hanging Rock Power Company, LLC",VST
VISTRA CORP,"Dynegy Energy Washington II, LLC",VST
VISTRA CORP,"Dynegy Energy Fayette, II LLC",VST
VISTRA CORP,Hopewell Cogeneration Facility,VST
VISTRA CORP,Joppa Steam,VST
VISTRA CORP,Independence,VST
VISTRA CORP,Miami Fort Generating Station,VST
VISTRA CORP,Graham,VST
VISTRA CORP,Trinidad,VST
VISTRA CORP,Newton,VST
VISTRA CORP,W H Zimmer Generating Station,VST
VISTRA CORP,Coleto Creek,VST
VISTRA CORP,"North Jersey Energy Associates, A LP",VST
VISTRA CORP,Midlothian Energy,VST
VISTRA CORP,Lamar Power (Paris),VST
VISTRA CORP,Dynegy Kendall Energy Facility,VST
VISTRA CORP,Hays Energy Facility,VST
VISTRA CORP,Lake Road Generating Company,VST
VISTRA CORP,Ontelaunee Energy Center,VST
VISTRA CORP,Odessa-Ector Generating Station,VST
VISTRA CORP,"Ennis Power Company, LLC",VST
VISTRA CORP,Liberty Electric Power Plant,VST
VISTRA CORP,Moss Landing,VST
VISTRA CORP,E D Edwards,VST
VISTRA CORP,"Kincaid Generation, LLC",VST
VISTRA CORP,FORNEY POWER PLANT,VST
VISTRA CORP,Blackstone Power Generation LLC,VST
VISTRA CORP,Bellingham Power Generation LLC,VST
VISTRA CORP,"Pleasants Energy, LLC",VST
VISTRA CORP,Permian Basin,VST
VISTRA CORP,Baldwin Energy Complex,VST
VISTRA CORP,Milford Power Company LLC,VST
VISTRA CORP,Maine Independence Station,VST
VISTRA CORP,MASSPOWER,VST
VISTRA CORP,Lake Hubbard,VST
VISTRA CORP,Martin Lake,VST
VISTRA CORP,Oak Grove,VST
VISTRA CORP,Stryker Creek,VST
VISTRA CORP,Richland Peaking Station,VST
WARRIOR MET COAL INC,"Warrior Met Coal, LLC",HCC
WARRIOR MET COAL INC,Warrior Met Coal Mine #4,HCC
WASTE CONNECTIONS INC,SEABREEZE ENVIRONMENTAL LANDFILL,WCN
WASTE CONNECTIONS INC,White Oaks Landfill,WCN
WASTE CONNECTIONS INC,IESI East Texas Regional Landfill,WCN
WASTE CONNECTIONS INC,IESI Buffalo Creek Landfill,WCN
WASTE CONNECTIONS INC,Hidden Valley Landfill,WCN
WASTE CONNECTIONS INC,WASCO COUNTY LANDFILL,WCN
WASTE CONNECTIONS INC,FINLEY BUTTES REGIONAL LANDFILL,WCN
WASTE CONNECTIONS INC,LAND RECOVERY LANDFILL INDUST,WCN
WASTE CONNECTIONS INC,Blossom Prairie Landfill,WCN
WEC ENERGY GROUP INC,Fox Energy Center,WEC
WEC ENERGY GROUP INC,Elm Road Generating Station,WEC
WEC ENERGY GROUP INC,Pulliam,WEC
WEC ENERGY GROUP INC,South Oak Creek,WEC
WEC ENERGY GROUP INC,West Marinette,WEC
WEC ENERGY GROUP INC,Weston,WEC
WEC ENERGY GROUP INC,Concord,WEC
WEC ENERGY GROUP INC,Paris,WEC
WEC ENERGY GROUP INC,De Pere Energy Center,WEC
WEC ENERGY GROUP INC,The Peoples Gas Light and Coke Company,WEC
WEC ENERGY GROUP INC,Wisconsin Public Service Corporation,WEC
WEC ENERGY GROUP INC,WISCONSIN ELECTRIC POWER COMPANY,WEC
WEC ENERGY GROUP INC,WISCONSIN GAS COMPANY,WEC
WEC ENERGY GROUP INC,PEOPLES GAS LIGHT AND COKE CO,WEC
WEC ENERGY GROUP INC,Port Washington Generating Station,WEC
WEC ENERGY GROUP INC,Valley (WEPCO),WEC
WEC ENERGY GROUP INC,Germantown Power Plant,WEC
WEC ENERGY GROUP INC,Minnesota Energy Resources Corporation,WEC
WEC ENERGY GROUP INC,Rothschild Biomass Cogeneration Plant,WEC
WEC ENERGY GROUP INC,F.D. Kuester Generating Station,WEC
WEC ENERGY GROUP INC,A.J. Mihm Generating Station,WEC
WELLS FARGO & CO,"Pine Run Midstream, LLC - Basin 160A - Appalachian Eastern Overthrust – GB",WFC
WELLS FARGO & CO,"PennEnergy Resources, LLC - Basin 160A - Appalachian Eastern Overthrust",WFC
WESTERN MIDSTREAM PARTNERS LP,Hilight-Reno Junction Gas Plant,WES
WESTERN MIDSTREAM PARTNERS LP,Patrick Draw Gas Plant,WES
WESTERN MIDSTREAM PARTNERS LP,Fort Lupton Compressor Station,WES
WESTERN MIDSTREAM PARTNERS LP,Chipeta Gas Plant,WES
WESTERN MIDSTREAM PARTNERS LP,Wattenberg Gas Plant,WES
WESTERN MIDSTREAM PARTNERS LP,Ramsey Gas Plant,WES
WESTERN MIDSTREAM PARTNERS LP,Gulf Coast Basin Gathering & Boosting - AAPG Province 220,WES
WESTERN MIDSTREAM PARTNERS LP,Permian Basin Gathering & Boosting-AAPG Province 430,WES
WESTERN MIDSTREAM PARTNERS LP,Denver Basin - G&B - AAPG Province 540,WES
WESTERN MIDSTREAM PARTNERS LP,Powder River Basin - G&B - AAPG Province 515,WES
