Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Formfactor inc,FORM,"",811494.0,37102000.0,0.00762512,,1111,811494.0,,new,1.0359441,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,45.72,36.0
Epr properties,EPR,"",775774.0,36842000.0,0.00757169,,1112,775774.0,,new,1.0348066,Q4 2021,REAL ESTATE,13F,12/31/2021,47.49,53.44
Ps business parks inc.,PSB,"",199240.0,36694000.0,0.00754127,,1113,199240.0,,new,0.7217238,Q4 2021,REAL ESTATE,13F,12/31/2021,184.17,165.68
Taskus inc,TASK,"",675800.0,36466000.0,0.00749441,,1114,675800.0,,new,2.4636123,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,53.96,35.96
Dun & bradstreet holdings  inc.,DNB,"",1765210.0,36169000.0,0.00743338,,1115,1765210.0,,new,0.4094039,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,20.49,17.06
Welbilt inc,WBT,"",1521230.0,36160000.0,0.00743153,,1116,1521230.0,,new,1.0627126,Q4 2021,INDUSTRIALS,13F,12/31/2021,23.77,23.75
Outfront media inc,OUT,"",1346191.0,36105000.0,0.00742022,,1117,1346191.0,,new,0.9205165,Q4 2021,COMMUNICATIONS,13F,12/31/2021,26.82,27.18
Mueller industries inc,MLI,"",605619.0,35950000.0,0.00738837,,1118,605619.0,,new,1.0568920,Q4 2021,INDUSTRIALS,13F,12/31/2021,59.36,53.15
Macerich company (the),MAC,"",2077634.0,35902000.0,0.0073785,,1119,2077634.0,,new,0.9685061,Q4 2021,REAL ESTATE,13F,12/31/2021,17.28,14.24
Rli corp.,RLI,"",319831.0,35853000.0,0.00736843,,1120,319831.0,,new,0.7061836,Q4 2021,FINANCE,13F,12/31/2021,112.1,109.08
Cargurus inc,CARG,"",1064402.0,35806000.0,0.00735877,,1121,1064402.0,,new,1.0428563,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,33.64,42.87
Ryder system inc.,R,"",434355.0,35804000.0,0.00735836,,1122,434355.0,,new,0.8073549,Q4 2021,TRANSPORTS,13F,12/31/2021,82.43,64.02
Hanesbrands  inc.,HBI,"",2139508.0,35773000.0,0.00735199,,1123,2139508.0,,new,0.6136554,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,16.72,14.08
Kyndryl holdings inc,KD,"",1972987.0,35711000.0,0.00733925,,1124,1972987.0,,new,0.8786647,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,18.1,12.54
Kb home inc.,KBH,"",797441.0,35670000.0,0.00733082,,1125,797441.0,,new,0.9039145,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,44.73,33.2
Springworks therapeutics inc,SWTX,"",573781.0,35563000.0,0.00730883,,1126,573781.0,,new,1.1628223,Q4 2021,HEALTH CARE,13F,12/31/2021,61.98,53.57
Group 1 automotive  inc.,GPI,"",181621.0,35456000.0,0.00728684,,1127,181621.0,,new,1.0658195,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,195.22,161.96
Northwestern corp,NWE,"",619981.0,35438000.0,0.00728314,,1128,619981.0,,new,1.1452934,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,57.16,59.84
Home bancshares inc,HOMB,"",1453918.0,35403000.0,0.00727595,,1129,1453918.0,,new,0.8873713,Q4 2021,FINANCE,13F,12/31/2021,24.35,22.11
Pacific biosciences of california  inc.,PACB,"",1726569.0,35326000.0,0.00726012,,1130,1726569.0,,new,0.7806085,Q4 2021,HEALTH CARE,13F,12/31/2021,20.46,7.54
Insmed inc,INSM,"",1296198.0,35308000.0,0.00725642,,1131,1296198.0,,new,1.0901160,Q4 2021,HEALTH CARE,13F,12/31/2021,27.24,25.65
Kirby corp,KEX,"",592565.0,35210000.0,0.00723628,,1132,592565.0,,new,0.9843109,Q4 2021,TRANSPORTS,13F,12/31/2021,59.42,66.57
Ironwood pharmaceuticals inc,IRWD,"",3016328.0,35170000.0,0.00722806,,1133,3016328.0,,new,1.8944170,Q4 2021,HEALTH CARE,13F,12/31/2021,11.66,12.32
Interpublic group of companies inc (the),IPG,"",938660.0,35153000.0,0.00722457,,1134,938660.0,,new,0.2382628,Q4 2021,COMMUNICATIONS,13F,12/31/2021,37.45,34.49
Envestnet inc,ENV,"",442088.0,35075000.0,0.00720854,,1135,442088.0,,new,0.8064399,Q4 2021,COMMUNICATIONS,13F,12/31/2021,79.34,82.99
Broadstone net lease inc,BNL,"",1412824.0,35066000.0,0.00720669,,1136,1412824.0,,new,0.8644028,Q4 2021,REAL ESTATE,13F,12/31/2021,24.82,21.97
Assured guaranty ltd.,AGO,"",697609.0,35020000.0,0.00719724,,1137,697609.0,,new,1.0619481,Q4 2021,FINANCE,13F,12/31/2021,50.2,60.4
Casella waste systems inc,CWST,"",409794.0,35005000.0,0.00719415,,1138,409794.0,,new,0.8127087,Q4 2021,INDUSTRIALS,13F,12/31/2021,85.42,87.91
Silgan holdings inc,SLGN,"",814720.0,34903000.0,0.00717319,,1139,814720.0,,new,0.7379026,Q4 2021,MATERIALS,13F,12/31/2021,42.84,45.44
Nomad foods ltd,NOMD,"",1374685.0,34903000.0,0.00717319,,1140,1374685.0,,new,0.7973874,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,25.39,20.84
Insight enterprises  inc.,NSIT,"",325741.0,34724000.0,0.0071364,,1141,325741.0,,new,0.9334489,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,106.6,100.67
Callaway golf co.,ELY,"",1262922.0,34655000.0,0.00712222,,1142,1262922.0,,new,0.6819710,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,27.44,22.3
Herbalife nutrition ltd,HLF,"",846353.0,34641000.0,0.00711934,,1143,846353.0,,new,0.7703479,Q4 2021,HEALTH CARE,13F,12/31/2021,40.93,29.72
Hexcel corp,HXL,"",668418.0,34624000.0,0.00711585,,1144,668418.0,,new,0.7953978,Q4 2021,INDUSTRIALS,13F,12/31/2021,51.8,56.22
Pacific premier bancorp.  inc.,PPBI,"",864334.0,34599000.0,0.00711071,,1145,864334.0,,new,0.9131943,Q4 2021,FINANCE,13F,12/31/2021,40.03,34.3
Hecla mining co. (par $0.25),HL,"",6626465.0,34590000.0,0.00710886,,1146,6626465.0,,new,1.2308794,Q4 2021,MATERIALS,13F,12/31/2021,5.22,7.15
Digital turbine inc,APPS,"",566553.0,34554000.0,0.00710146,,1147,566553.0,,new,0.5843092,Q4 2021,INDUSTRIALS,13F,12/31/2021,60.99,36.98
Tri pointe homes inc (de),TPH,"",1238432.0,34540000.0,0.00709859,,1148,1238432.0,,new,1.1512432,Q4 2021,INDUSTRIALS,13F,12/31/2021,27.89,19.92
Altra industrial motion corp,AIMC,"",667508.0,34423000.0,0.00707454,,1149,667508.0,,new,1.0260026,Q4 2021,INDUSTRIALS,13F,12/31/2021,51.57,35.63
Associated banc-corp,ASB,"",1523422.0,34414000.0,0.00707269,,1150,1523422.0,,new,1.0153746,Q4 2021,FINANCE,13F,12/31/2021,22.59,21.5
Chimera investment corp,CIM,"",2281666.0,34408000.0,0.00707146,,1151,2281666.0,,new,0.9629172,Q4 2021,REAL ESTATE,13F,12/31/2021,15.08,10.9
Steven madden ltd,SHOO,"",740062.0,34391000.0,0.00706796,,1152,740062.0,,new,0.9230348,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,46.47,40.83
Select medical holdings corp,SEM,"",1167804.0,34333000.0,0.00705604,,1153,1167804.0,,new,0.8731422,Q4 2021,HEALTH CARE,13F,12/31/2021,29.4,24.65
Apollo global management inc,APO,"",473812.0,34318000.0,0.00705296,,1154,473812.0,,new,0.2039480,Q4 2021,FINANCE,13F,12/31/2021,72.43,
Mandiant inc,MNDT,"",1946305.0,34138000.0,0.00701597,,1155,1946305.0,,new,0.8323699,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,17.54,22.35
American equity investment life holding  co.,AEL,"",875247.0,34065000.0,0.00700097,,1156,875247.0,,new,0.9027895,Q4 2021,FINANCE,13F,12/31/2021,38.92,39.14
Comfort systems usa  inc.,FIX,"",344044.0,34040000.0,0.00699583,,1157,344044.0,,new,0.9568249,Q4 2021,INDUSTRIALS,13F,12/31/2021,98.94,88.57
Piper jaffray companies,PIPR,"",190330.0,33976000.0,0.00698267,,1158,190330.0,,new,1.0466924,Q4 2021,FINANCE,13F,12/31/2021,178.51,115.04
Community bank system  inc.,CBU,"",455219.0,33905000.0,0.00696808,,1159,455219.0,,new,0.8440758,Q4 2021,FINANCE,13F,12/31/2021,74.48,67.87
Helios technologies inc,HLIO,"",321977.0,33862000.0,0.00695925,,1160,321977.0,,new,0.9930042,Q4 2021,INDUSTRIALS,13F,12/31/2021,105.17,74.3
Veoneer inc,VNE,"",946075.0,33567000.0,0.00689862,,1161,946075.0,,new,0.8445647,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,35.48,
Brightsphere investment group plc,BSIG,"",1308928.0,33509000.0,0.0068867,,1162,1308928.0,,new,2.9792768,Q4 2021,FINANCE,13F,12/31/2021,25.6,21.99
Brp inc,DOOO,"",382040.0,33489000.0,0.00688259,,1163,382040.0,,new,1.0032507,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,87.71,81.1
Albany international corp. (de),AIN,"",377312.0,33373000.0,0.00685875,,1164,377312.0,,new,1.1842812,Q4 2021,INDUSTRIALS,13F,12/31/2021,88.45,81.75
Apple hospitality reit inc,APLE,"",2064317.0,33339000.0,0.00685176,,1165,2064317.0,,new,0.9043882,Q4 2021,REAL ESTATE,13F,12/31/2021,16.15,17.67
Servisfirst bancshares inc,SFBS,"",391852.0,33284000.0,0.00684046,,1166,391852.0,,new,0.7220005,Q4 2021,FINANCE,13F,12/31/2021,84.94,83.1
Blackbaud inc,BLKB,"",420030.0,33174000.0,0.00681785,,1167,420030.0,,new,0.8080036,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,78.98,56.91
Grand canyon education inc,LOPE,"",386907.0,33162000.0,0.00681538,,1168,386907.0,,new,1.0952245,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,85.71,101.28
Spx flow inc,FLOW,"",382946.0,33117000.0,0.00680613,,1169,382946.0,,new,0.9105170,Q4 2021,INDUSTRIALS,13F,12/31/2021,86.48,
First midwest bancorp  inc.,FMBI,"",1602496.0,32819000.0,0.00674489,,1170,1602496.0,,new,N/A,Q4 2021,FINANCE,13F,12/31/2021,20.48,
Chargepoint holdings inc,CHPT,"",1722498.0,32814000.0,0.00674386,,1171,1722498.0,,new,0.5203495,Q4 2021,FINANCE,13F,12/31/2021,19.05,15.25
First hawaiian inc,FHB,"",1199946.0,32795000.0,0.00673996,,1172,1199946.0,,new,0.9363068,Q4 2021,FINANCE,13F,12/31/2021,27.33,26.99
Amicus therapeutics inc,FOLD,"",2836238.0,32759000.0,0.00673256,,1173,2836238.0,,new,1.0128360,Q4 2021,HEALTH CARE,13F,12/31/2021,11.55,8.19
Columbia sportswear co,COLM,"",335121.0,32654000.0,0.00671098,,1174,335121.0,,new,0.5194615,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,97.44,88.33
Antero midstream corp,AM,"",3364569.0,32569000.0,0.00669351,,1175,3364569.0,,new,0.7046162,Q4 2021,ENERGY,13F,12/31/2021,9.68,11.28
Enovis corp,ENOV,"",411501.38,32559000.0,0.00669146,,1176,411501.38,,new,0.4390146,Q4 2021,INDUSTRIALS,13F,12/31/2021,45.97,69.17
One gas  inc.,OGS,"",418202.0,32448000.0,0.00666864,,1177,418202.0,,new,0.7797411,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,77.59,89.02
Westlake chemical corp,WLK,"",332834.0,32328000.0,0.00664398,,1178,332834.0,,new,0.2601878,Q4 2021,MATERIALS,13F,12/31/2021,97.13,122.51
Simmons first national corp.,SFNC,"",1092047.0,32303000.0,0.00663884,,1179,1092047.0,,new,0.9717894,Q4 2021,FINANCE,13F,12/31/2021,29.58,24.88
Leslies  inc.,LESL,"",1364495.0,32284000.0,0.00663494,,1180,1364495.0,,new,0.7475070,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,23.66,20.9
Essential properties realty trust inc,EPRT,"",1117498.0,32217000.0,0.00662117,,1181,1117498.0,,new,0.8896909,Q4 2021,REAL ESTATE,13F,12/31/2021,28.83,25.63
Lci industries,LCII,"",206031.0,32114000.0,0.0066,,1182,206031.0,,new,0.8149330,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,155.87,104.18
Sailpoint technologies holdings inc,SAIL,"",664168.0,32106000.0,0.00659836,,1183,664168.0,,new,0.7051237,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,48.34,64.16
Forward air corp,FWRD,"",265068.0,32097000.0,0.00659651,,1184,265068.0,,new,0.9832540,Q4 2021,TRANSPORTS,13F,12/31/2021,121.09,90.85
New oriental education & tech group inc adr,EDU,"",15270620.0,32068000.0,0.00659055,,1185,15270620.0,,new,0.8998777,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,2.1,11.08
Simply good foods co/the,SMPL,"",770621.0,32035000.0,0.00658376,,1186,770621.0,,new,0.8016264,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,41.57,43.47
Rambus inc.,RMBS,"",1089477.0,32020000.0,0.00658068,,1187,1089477.0,,new,0.9888390,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,29.39,25.89
Corporate office properties trust,OFC,"",1143834.0,31993000.0,0.00657513,,1188,1143834.0,,new,1.0183709,Q4 2021,REAL ESTATE,13F,12/31/2021,27.97,28.17
Ollies bargain outlet holdings inc,OLLI,"",623876.0,31936000.0,0.00656342,,1189,623876.0,,new,0.9883170,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,51.19,54.6
American states water co.,AWR,"",307697.0,31828000.0,0.00654122,,1190,307697.0,,new,0.8328418,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,103.44,85.35
Firstcash holdings inc,FCFS,"",425006.0,31795000.0,0.00653444,,1191,425006.0,,new,0.8765183,Q4 2021,FINANCE,13F,12/31/2021,74.81,74.14
Wendys co. (the),WEN,"",1333045.0,31793000.0,0.00653403,,1192,1333045.0,,new,0.6193559,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,23.85,20.89
Invitae corp,NVTA,"",2081840.0,31790000.0,0.00653341,,1193,2081840.0,,new,0.9196591,Q4 2021,HEALTH CARE,13F,12/31/2021,15.27,6.5
Gatx corporation (general american tank - general american transportation),GATX,"",305092.0,31788000.0,0.006533,,1194,305092.0,,new,0.8581033,Q4 2021,INDUSTRIALS,13F,12/31/2021,104.19,117.29
New jersey resources corp.,NJR,"",771841.0,31692000.0,0.00651327,,1195,771841.0,,new,0.8034871,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,41.06,45.79
Alamos gold inc,AGI,"",4114379.0,31672000.0,0.00650916,,1196,4114379.0,,new,1.0498818,Q4 2021,MATERIALS,13F,12/31/2021,7.69,9.02
Masonite international corp,DOOR,"",268191.0,31633000.0,0.00650115,,1197,268191.0,,new,1.1536721,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,117.95,75.86
Alteryx inc,AYX,"",521398.0,31545000.0,0.00648306,,1198,521398.0,,new,0.8708364,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,60.5,72.02
Cushman & wakefield plc,CWK,"",1416699.0,31507000.0,0.00647525,,1199,1416699.0,,new,0.6309122,Q4 2021,REAL ESTATE,13F,12/31/2021,22.24,18.7
Redfin corp,RDFN,"",819671.0,31467000.0,0.00646703,,1200,819671.0,,new,0.7703917,Q4 2021,REAL ESTATE,13F,12/31/2021,38.39,14.57
California water services group,CWT,"",436640.0,31377000.0,0.00644853,,1201,436640.0,,new,0.8129059,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,71.86,55.72
Moog inc class a,MOG.A,"",386110.0,31263000.0,0.0064251,,1202,386110.0,,new,1.3290140,Q4 2021,INDUSTRIALS,13F,12/31/2021,80.97,87.27
Avista corp. (washington water power co.),AVA,"",733782.0,31178000.0,0.00640764,,1203,733782.0,,new,1.0252280,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,42.49,44.56
Ameris bancorp,ABCB,"",627011.0,31150000.0,0.00640188,,1204,627011.0,,new,0.8998837,Q4 2021,FINANCE,13F,12/31/2021,49.68,40.77
Cathay general bancorp  inc.,CATY,"",722205.0,31048000.0,0.00638092,,1205,722205.0,,new,0.9592713,Q4 2021,FINANCE,13F,12/31/2021,42.99,42.25
Coca-cola consolidated inc,COKE,"",50072.0,31004000.0,0.00637188,,1206,50072.0,,new,0.7011464,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,619.19,492.7
Zto express cayman inc adr,ZTO,"",1098671.0,31004000.0,0.00637188,,1207,1098671.0,,new,0.1769118,Q4 2021,INDUSTRIALS,13F,12/31/2021,28.22,26.31
Lhc group inc.,LHCG,"",225861.0,30995000.0,0.00637003,,1208,225861.0,,new,0.7128865,Q4 2021,HEALTH CARE,13F,12/31/2021,137.23,167.14
Magellan health inc,MGLN,"",325587.0,30928000.0,0.00635626,,1209,325587.0,,new,N/A,Q4 2021,HEALTH CARE,13F,12/31/2021,94.99,
Hub group  inc. class a,HUBG,"",366721.0,30893000.0,0.00634906,,1210,366721.0,,new,1.0776582,Q4 2021,TRANSPORTS,13F,12/31/2021,84.24,62.33
Dana incorporated,DAN,"",1350861.0,30827000.0,0.0063355,,1211,1350861.0,,new,0.9328073,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,22.82,15.59
Great western bancorp inc,GWB,"",906717.0,30792000.0,0.00632831,,1212,906717.0,,new,N/A,Q4 2021,FINANCE,13F,12/31/2021,33.96,
Hamilton lane inc,HLNE,"",296959.0,30771000.0,0.00632399,,1213,296959.0,,new,0.7983983,Q4 2021,FINANCE,13F,12/31/2021,103.62,73.48
Red rock resorts inc,RRR,"",558951.0,30748000.0,0.00631926,,1214,558951.0,,new,0.9122743,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,55.01,46.6
Atricure inc,ATRC,"",442072.0,30737000.0,0.006317,,1215,442072.0,,new,0.9624526,Q4 2021,HEALTH CARE,13F,12/31/2021,69.53,57.05
Enersys inc.,ENS,"",386834.0,30583000.0,0.00628535,,1216,386834.0,,new,0.9377748,Q4 2021,INDUSTRIALS,13F,12/31/2021,79.06,69.58
Blackberry ltd,BB,"",3266641.0,30547000.0,0.00627795,,1217,3266641.0,,new,0.5683466,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,9.35,6.68
Rent-a-center inc.,RCII,"",635817.0,30545000.0,0.00627754,,1218,635817.0,,new,1.0771313,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,48.04,24.99
Intra-cellular therapies inc,ITCI,"",583207.0,30525000.0,0.00627343,,1219,583207.0,,new,0.6231260,Q4 2021,HEALTH CARE,13F,12/31/2021,52.34,64.3
Evertec  inc.,EVTC,"",610151.0,30495000.0,0.00626727,,1220,610151.0,,new,0.8477869,Q4 2021,FINANCE,13F,12/31/2021,49.98,40.72
Celsius holdings  inc.,CELH,"",408578.0,30468000.0,0.00626172,,1221,408578.0,,new,0.5423299,Q4 2021,ENERGY,13F,12/31/2021,74.57,53.78
Encore wire corp,WIRE,"",212874.0,30462000.0,0.00626048,,1222,212874.0,,new,1.0790630,Q4 2021,INDUSTRIALS,13F,12/31/2021,143.1,106.68
Bok financial corp,BOKF,"",288507.0,30435000.0,0.00625494,,1223,288507.0,,new,0.4236185,Q4 2021,FINANCE,13F,12/31/2021,105.49,88.6
Federated hermes inc. (federated investors),FHI,"",806914.0,30324000.0,0.00623212,,1224,806914.0,,new,0.8770178,Q4 2021,FINANCE,13F,12/31/2021,37.58,31.56
Apellis pharmaceuticals inc,APLS,"",640167.0,30267000.0,0.00622041,,1225,640167.0,,new,0.6564193,Q4 2021,HEALTH CARE,13F,12/31/2021,47.28,52.81
Qualys  inc.,QLYS,"",220545.0,30263000.0,0.00621959,,1226,220545.0,,new,0.5650738,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,137.22,147.03
Wingstop inc,WING,"",175027.0,30245000.0,0.00621589,,1227,175027.0,,new,0.5865833,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,172.8,101.92
Xerox corp. (haloid co.),XRX,"",1335498.0,30236000.0,0.00621404,,1228,1335498.0,,new,0.8624439,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,22.64,18.79
American airlines group inc,AAL,"",1682750.0,30222000.0,0.00621116,,1229,1682750.0,,new,0.2592196,Q4 2021,TRANSPORTS,13F,12/31/2021,17.96,19.0
Unifirst corp,UNF,"",143441.0,30180000.0,0.00620253,,1230,143441.0,,new,0.9431973,Q4 2021,INDUSTRIALS,13F,12/31/2021,210.4,171.45
Covetrus inc,CVET,"",1509582.0,30146000.0,0.00619554,,1231,1509582.0,,new,1.0928219,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,19.97,15.0
Azek company inc.,AZEK,"",651945.0,30146000.0,0.00619554,,1232,651945.0,,new,0.4204994,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,46.24,21.65
South state corp,SSB,"",375533.0,30084000.0,0.0061828,,1233,375533.0,,new,0.5463836,Q4 2021,FINANCE,13F,12/31/2021,80.11,77.77
M.d.c. holdings inc.,MDC,"",538102.0,30042000.0,0.00617417,,1234,538102.0,,new,0.7614497,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,55.83,36.41
Six flags entertainment corp.,SIX,"",705492.0,30040000.0,0.00617376,,1235,705492.0,,new,0.8186169,Q4 2021,COMMUNICATIONS,13F,12/31/2021,42.58,41.37
Independent bank corp. (ma),INDB,"",368234.0,30022000.0,0.00617006,,1236,368234.0,,new,0.7768653,Q4 2021,FINANCE,13F,12/31/2021,81.53,78.44
Liveramp holdings inc,RAMP,"",625879.0,30011000.0,0.0061678,,1237,625879.0,,new,0.9181128,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,47.95,35.98
Beacon roofing supply inc,BECN,"",522791.0,29982000.0,0.00616184,,1238,522791.0,,new,0.7423184,Q4 2021,INDUSTRIALS,13F,12/31/2021,57.35,58.54
Pebblebrook hotel trust,PEB,"",1337851.0,29928000.0,0.00615074,,1239,1337851.0,,new,1.0174624,Q4 2021,REAL ESTATE,13F,12/31/2021,22.37,24.16
Newmark group inc,NMRK,"",1600425.0,29928000.0,0.00615074,,1240,1600425.0,,new,0.9539016,Q4 2021,REAL ESTATE,13F,12/31/2021,18.7,13.29
Prog holdings inc,PRG,"",660668.0,29803000.0,0.00612505,,1241,660668.0,,new,1.1977747,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,45.11,27.0
Vishay intertechnology  inc.,VSH,"",1360162.0,29747000.0,0.00611354,,1242,1360162.0,,new,1.0249073,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,21.87,18.13
Advanced energy industries inc,AEIS,"",326672.0,29747000.0,0.00611354,,1243,326672.0,,new,0.8697642,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,91.06,73.98
Kemper corp. (1990),KMPR,"",505991.0,29747000.0,0.00611354,,1244,505991.0,,new,0.7933652,Q4 2021,FINANCE,13F,12/31/2021,58.79,55.25
Sabra healthcare reit inc,SBRA,"",2196937.0,29747000.0,0.00611354,,1245,2196937.0,,new,0.9514495,Q4 2021,HEALTH CARE,13F,12/31/2021,13.54,12.96
United community banks inc,UCBI,"",826499.0,29704000.0,0.0061047,,1246,826499.0,,new,0.7798585,Q4 2021,FINANCE,13F,12/31/2021,35.94,31.04
Omnicom group inc.,OMC,"",404791.0,29659000.0,0.00609545,,1247,404791.0,,new,0.1956008,Q4 2021,COMMUNICATIONS,13F,12/31/2021,73.27,78.69
Flagstar bancorp inc,FBC,"",618228.0,29638000.0,0.00609114,,1248,618228.0,,new,1.1694777,Q4 2021,FINANCE,13F,12/31/2021,47.94,39.66
American national insurance co. (galveston  tx),ANAT,"",156910.0,29631000.0,0.0060897,,1249,156910.0,,new,0.5835862,Q4 2021,FINANCE,13F,12/31/2021,188.84,189.17
Kinsale capital group inc,KNSL,"",123731.0,29434000.0,0.00604921,,1250,123731.0,,new,0.5417275,Q4 2021,FINANCE,13F,12/31/2021,237.89,
Abm industries inc,ABM,"",720387.0,29428000.0,0.00604798,,1251,720387.0,,new,1.0773099,Q4 2021,INDUSTRIALS,13F,12/31/2021,40.85,49.3
Mercury systems inc.,MRCY,"",533627.0,29382000.0,0.00603853,,1252,533627.0,,new,0.9402495,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,55.06,61.23
Primo water corp,PRMW,"",1662071.0,29309000.0,0.00602352,,1253,1662071.0,,new,1.0411554,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,17.63,14.52
Viasat inc.,VSAT,"",656548.0,29243000.0,0.00600996,,1254,656548.0,,new,0.8825395,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,44.54,46.35
8x8 inc,EGHT,"",1739043.0,29146000.0,0.00599002,,1255,1739043.0,,new,1.4696417,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,16.76,10.99
Adaptive biotechnologies corp,ADPT,"",1038623.0,29144000.0,0.00598961,,1256,1038623.0,,new,0.7335752,Q4 2021,HEALTH CARE,13F,12/31/2021,28.06,10.82
News inc. class b,NWS,"",1291628.0,29062000.0,0.00597276,,1257,1291628.0,,new,0.6507485,Q4 2021,COMMUNICATIONS,13F,12/31/2021,22.5,21.48
Old national bancorp,ONB,"",1600955.0,29009000.0,0.00596187,,1258,1600955.0,,new,0.9653321,Q4 2021,FINANCE,13F,12/31/2021,18.12,15.31
Nevro corp,NVRO,"",356692.0,28917000.0,0.00594296,,1259,356692.0,,new,1.0176921,Q4 2021,HEALTH CARE,13F,12/31/2021,81.07,73.69
Udemy inc,UDMY,"",1473567.0,28793000.0,0.00591748,,1260,1473567.0,,new,1.0605404,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,19.54,12.51
Cno financial group inc,CNO,"",1205594.0,28741000.0,0.00590679,,1261,1205594.0,,new,1.0176698,Q4 2021,FINANCE,13F,12/31/2021,23.84,25.37
Enstar group ltd,ESGR,"",116056.0,28734000.0,0.00590535,,1262,116056.0,,new,0.7024108,Q4 2021,FINANCE,13F,12/31/2021,247.59,252.14
Fulton financial corp.,FULT,"",1685756.0,28658000.0,0.00588973,,1263,1685756.0,,new,1.0501713,Q4 2021,FINANCE,13F,12/31/2021,17.0,15.85
Kulicke & soffa industries inc.,KLIC,"",473065.0,28639000.0,0.00588583,,1264,473065.0,,new,0.7593287,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,60.54,51.19
Prestige consumer healthcare inc. (prestige brands holdings),PBH,"",469885.0,28499000.0,0.00585705,,1265,469885.0,,new,0.9360398,Q4 2021,HEALTH CARE,13F,12/31/2021,60.65,54.04
Axos financial inc,AX,"",507811.0,28392000.0,0.00583506,,1266,507811.0,,new,0.8534366,Q4 2021,FINANCE,13F,12/31/2021,55.91,40.49
Bank of hawaii corp. (honolulu  hi),BOH,"",338763.0,28375000.0,0.00583157,,1267,338763.0,,new,0.8387053,Q4 2021,FINANCE,13F,12/31/2021,83.76,78.68
